id,variavel,unidade,classificacoes_id,classificacoes_nome,classificacoes_categoria,classificacoes_categoria_id,localidade_id,localidade_nivel_id,localidade_nivel_nome,localidade_nome,valor,periodo
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3502,N7,Região Metropolitana,Baixada Santista - SP,9,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3502,N7,Região Metropolitana,Baixada Santista - SP,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3503,N7,Região Metropolitana,Campinas - SP,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3503,N7,Região Metropolitana,Campinas - SP,19,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3503,N7,Região Metropolitana,Campinas - SP,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4101,N7,Região Metropolitana,Curitiba - PR,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4101,N7,Região Metropolitana,Curitiba - PR,26,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4101,N7,Região Metropolitana,Curitiba - PR,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4102,N7,Região Metropolitana,Londrina - PR,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4102,N7,Região Metropolitana,Londrina - PR,8,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4102,N7,Região Metropolitana,Londrina - PR,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4103,N7,Região Metropolitana,Maringá - PR,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4103,N7,Região Metropolitana,Maringá - PR,13,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4103,N7,Região Metropolitana,Maringá - PR,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4301,N7,Região Metropolitana,Porto Alegre - RS,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4301,N7,Região Metropolitana,Porto Alegre - RS,30,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,4301,N7,Região Metropolitana,Porto Alegre - RS,...,2017
